patent_id,label,content,label_USPTO_original,predictions,predictions_GPT4,Manual Audit
10005454,0,"Tell me whether this is a green patent related to transportation with Yes or No. Hybrid vehicle.When at least one of motor generators is not under normal control and where the MG1 temperature is less than an upper limit value, an ECU is configured to perform an inverter-less running control. In the inverter-less running control, an inverter is brought into a gate shutoff state and an engine is driven to cause the motor generator to generate a counter-electromotive voltage which consequently produces a counter-electromotive torque. During the inverter-less running control, the ECU makes a voltage difference between the counter-electromotive voltage and the voltage of a power line connecting a converter and an inverter when the MG1 temperature is equal to or greater than a predetermined value smaller than the voltage difference when the MG1 temperature is less than the predetermined value.",Yes,Yes,Yes,Yes
10005560,0,"Tell me whether this is a green patent related to transportation with Yes or No. Method of driving rotation of a rotorcraft rotor by anticipating torque needs between two rotary speed setpoints of the rotor.A method of driving a rotorcraft rotor (1, 2) at variable controlled speeds. Starting from a required speed (Nr), a setpoint for total power (Pt) is calculated while taking account of an anticipated power (Pf) to be delivered by the power plant (3) for driving the main rotor (1) at the required speed (Nr), and while taking account of a power surplus (S) relating to progressive power needs to be delivered from a current power (Pc) for driving the main rotor (1) at a current speed (V) of rotation to an anticipated power (Pf) for driving the main rotor (1) at the required speed (Nr). By way of example, account may be taken at least of the acceleration or conversely of the deceleration of the main rotor (1) between the current speed (V) and the required speed (Nr), or indeed account may be taken of the flight circumstance of the rotorcraft 30 determining the calculated required speed (Nr).",Yes,No,Yes,Yes
10005975,0,"Tell me whether this is a green patent related to transportation with Yes or No. Fuel separation method.A fuel separation method by which auxiliary fuel is separated from blended gasoline fuel for a flexible fuel vehicle capable of using ethanol-blended gasoline fuel, the method including the following steps (a) and (b): (a) a step in which, when the ethanol concentration is low, the blended gasoline fuel is separated by a polar separating membrane member at a relatively high separation temperature to obtain, at the permeation side of the membrane, a first auxiliary fuel enriched with the aromatic gasoline components and ethanol component, and (b) a step in which, when the ethanol concentration is high, the blended gasoline fuel is separated by a polar separating membrane member at a relatively low second separation temperature to obtain, at the permeation side of the membrane, a second auxiliary fuel enriched with the non-aromatic high-volatile gasoline components.",Yes,Yes,Yes,Yes
10006302,0,"Tell me whether this is a green patent related to transportation with Yes or No. Turbomachine thermal management.An example turbomachine assembly includes, among other things, a nose cone of a turbomachine, and a pump at least partially within an interior of the nose cone. The pump is selectively rotated by a motor to communicate air to the interior.",Yes,No,Yes,No
10006304,0,"Tell me whether this is a green patent related to transportation with Yes or No. Component with embedded sensor.One exemplary embodiment of this disclosure relates to an article having a multi-layer wall structure having an embedded sensor. Further, the multi-layer wall structure and the sensor are bonded together.",Yes,No,No,No
10006306,0,"Tell me whether this is a green patent related to transportation with Yes or No. Turbine exhaust case architecture.A turbine exhaust case (28) for a gas turbine engine (10) comprises a frame (100), a vane fairing (108), a heat shield (124, 126, 128), and a serpentine cooling path. The frame has an outer ring (102) and an inner ring (104) connected by a hollow strut (106) with a radial service line passage (132). The vane fairing is disposed between the inner ring and the outer ring to define a core airflow path. The heat shield is disposed between the vane fairing and the frame. The serpentine cooling flow path passes through and around the outer ring, the inner ring, and the plurality of struts.",Yes,Yes,Yes,Yes
10006333,0,"Tell me whether this is a green patent related to transportation with Yes or No. Exhaust gas control apparatus for internal combustion engine.An exhaust gas control apparatus includes a catalytic device in an exhaust passage, and the catalytic device carrying an NSR catalyst and an oxygen storage agent. A poisoning recovery control section of the catalytic device executes poisoning recovery control and includes: an oxygen storage amount estimation section that estimates an oxygen storage amount of the catalytic device; a determination section that determines timing at which an estimation value of the oxygen storage amount becomes equal to or smaller than an elimination start determination value after a start of elimination processing in the poisoning recovery control as elimination start timing; and a termination timing decision section that decides termination timing of the poisoning recovery control on the basis of a supply amount of a reducing agent to the catalytic device in a period after the elimination start timing during the elimination processing.",Yes,Yes,Yes,Yes
10006343,0,Tell me whether this is a green patent related to transportation with Yes or No. Boost system including turbo and hybrid drive supercharger.The present disclosure relates to a boost system that provides boost pressure to an air intake manifold of an engine. The boost system includes a turbocharger and a supercharger that cooperate to provide the pressure boost to the air intake manifold. The boost system also includes a hybrid drive system for powering the supercharger.,Yes,Yes,Yes,Yes
10006347,0,"Tell me whether this is a green patent related to transportation with Yes or No. Engine system and method for controlling turbine operation.A method for operating an engine system is provided. The method includes during a first condition, flowing exhaust gas from a first exhaust gas conduit to a first turbine inlet of a turbine and flowing exhaust gas from a second exhaust gas conduit to a turbine bypass conduit and during a second condition, flowing exhaust gas from the first exhaust gas conduit to the first turbine inlet and exhaust gas from the second exhaust gas conduit to a second turbine inlet.",Yes,Yes,Yes,Yes
10006350,0,"Tell me whether this is a green patent related to transportation with Yes or No. Control apparatus for internal combustion engine.A control apparatus is provided for an internal combustion engine that includes a turbosupercharger, an electric supercharger, and a waste gate valve configured to open and close an exhaust bypass passage. In a single-supercharging range in which an engine torque is less than a torque boundary value, a WGV opening degree is controlled so as to decrease accompanying an increase in the engine torque. Further, in a twin-supercharging range in which the engine torque is equal to or greater than the torque boundary value, the WGV opening degree is controlled so as to increase accompanying an increase in the engine torque, and the electric motor is actuated for supercharging.",Yes,Yes,Yes,Yes
10006352,0,"Tell me whether this is a green patent related to transportation with Yes or No. Turbine wastegate.A turbocharger wastegate assembly includes a turbine housing that includes a chamber and a bore where the bore includes a bore diameter; a bushing that includes a bushing bore, an exterior end, an interior end, a bushing bore diameter, an exterior surface diameter; and a monoblock wastegate that includes a shaft, a shoulder, an arm and a plug, where the shaft includes a shaft diameter that is less than the bushing bore diameter, where the shoulder includes a diameter that is greater than the bushing bore diameter and where, in an assembled state, the interior end of the bushing is disposed in the chamber and the exterior end of the bushing is disposed in an exterior space and where the interior end of the bushing and the shoulder of the monoblock wastegate contact to limit axial movement of the monoblock wastegate.",Yes,Yes,Yes,Yes
10006355,0,"Tell me whether this is a green patent related to transportation with Yes or No. Variable-geometry exhaust turbine.An object is to provide a variable-geometry exhaust turbine whereby it is possible to prevent deformation and damage to a nozzle support under a high temperature. A variable-geometry exhaust turbine includes: a nozzle mount, a nozzle support including a first end portion joined to the first surface of the nozzle mount, a nozzle plate including the first surface joined to the second end portion of the nozzle support 6 and supported so as to face the nozzle mount at a distance, and the opposite second surface facing an exhaust—as channel through which exhaust gas flows, and a plurality of nozzle vanes supported rotatably between the nozzle mount and the nozzle plate. The nozzle support is capable of tilting along a radial direction so as to absorb a relative displacement in the radial direction between the nozzle mount and the nozzle plate due to thermal expansion.",Yes,Yes,No,Yes
10006356,0,"Tell me whether this is a green patent related to transportation with Yes or No. Exhaust gas-turbocharged internal combustion engine comprising a radial compressor with guide device arranged in the diffuser, and method for operating an internal combustion engine of said type.Methods and systems are provided for an adjustable diffuser of a turbocharger compressor. In one example, a compressor includes a diffuser formed in a compressor housing downstream of an impeller of the compressor, the diffuser including guide blades mounted on a rotatable annular support of the diffuser. Further, an engine controller may adjust rotation of the annular support based on one or more engine operating conditions.",Yes,Yes,Yes,Yes
10006359,0,"Tell me whether this is a green patent related to transportation with Yes or No. Rotary internal combustion engine with pilot subchamber and ignition element.A rotary engine including an insert in one of the walls of the outer body. The insert has a pilot subchamber defined therein communicating with the internal cavity and includes a subchamber wall surrounding the pilot subchamber. A main fuel injector is in communication with the internal cavity at a location spaced apart from the insert. A pilot fuel injector is in communication with the pilot subchamber. A heating element extends within the subchamber wall completely outside of the pilot subchamber, in heat transfer communication with the subchamber wall. An outer body for a rotary engine and a method of combusting fuel in a rotary engine are also provided.",Yes,Yes,Yes,Yes
10006360,0,"Tell me whether this is a green patent related to transportation with Yes or No. Rotary directional pressure engine.A rotary directional pressure engine having a case within which a plurality of rotors rotate in parallel. The rotors include asymmetrical cavities on the circumferential faces thereof, which cavities function to move air and/or other gases into a combustion chamber area during an intake phase, to cooperatively form a combustion chamber during an ignition and combustion phase, and to move exhaust gases to the area of one or more exhaust ports for removal from the engine during an exhaust phase. Continued rotation of the rotors is accomplished by harnessing and properly directing the forces of combustion against the asymmetrical cavities of the rotors.",Yes,Yes,Yes,Yes
10006363,0,"Tell me whether this is a green patent related to transportation with Yes or No. System and method for aviation electric power production.An electrical power system for an aircraft including a turbine engine coupled to the aircraft and providing propulsive thrust and emitting heat during operation to define a high temperature source, a cryogenic fuel system located within the aircraft and providing fuel for the turbine and emitting heat at a lower temperature than the heat from the turbine engine to define a low temperature source and an electrical power generator located on the aircraft and having a thermodynamic generator using the temperature difference to generate electrical power and a method for producing electric power.",Yes,No,Yes,Yes
10006364,0,"Tell me whether this is a green patent related to transportation with Yes or No. Gas turbine rotors.A rotor for a gas turbine engine includes a cold shell, a hot shell, and a spoke. The spoke is connected to and extends radially outward from the cold shell. The hot shell is connected to the cold shell by the spoke and includes an axially extending outboard segment and an axially extending inboard segment. The outboard segment is connected to the inboard segment and the inboard segment is disposed radially inboard of the outboard segment for sealably engaging a stator blade shroud.",Yes,Yes,Yes,Yes
10006374,0,"Tell me whether this is a green patent related to transportation with Yes or No. Control of a gas turbine engine.An engine that has, in axial flow series, booster compressor, core compressor, combustion equipment, core turbine, and low-pressure turbine. Core turbine drives core compressor via an interconnecting high-pressure shaft. Low-pressure turbine drives booster compressor via an interconnecting low-pressure shaft. Low-pressure turbine also drives external load having a defined speed characteristic that dictates speed of the low-pressure turbine and booster compressor. Booster compressor has one or more rows of variable stator vanes. The method includes: scheduling variation in the angle of variable stator vanes as a function of speed of the booster compressor wherein the vanes open as booster compressor speed increases; measuring or setting one or more operational parameters which are determinative of temperature at entry to core turbine; and biasing scheduling of angle variation of variable stator vanes as a function of operational parameter(s) to reduce variation in temperature at entry to core turbine.",Yes,No,Yes,Yes
10006375,0,"Tell me whether this is a green patent related to transportation with Yes or No. Propulsion system for an aircraft.A hybrid electric propulsion system includes a turbomachine, an electric machine coupled to the turbomachine, and a propulsor coupled to the turbomachine. A method for operating the hybrid electric propulsion system includes operating the turbomachine to drive the propulsor; receiving data indicative of a failure condition of the hybrid electric propulsion system; reducing a fuel flow to a combustion section of the turbomachine in response to receiving the data indicative of the failure condition; and extracting power from the turbomachine using the electric machine to slow down one or more rotating components of the turbomachine in response to receiving the data indicative of the failure condition.",Yes,Yes,Yes,Yes
10006376,0,"Tell me whether this is a green patent related to transportation with Yes or No. Method and system for engine control.Methods and systems are provided for controlling an engine system with a variable cam timing device. In one example, the variable cam timing device is operated to adjust engine valve timing differently at engine stop based on whether the engine stop is in response to an operator request or in response to an automatic controller initiated engine stop without an operator request.",Yes,Yes,Yes,Yes
10006387,0,"Tell me whether this is a green patent related to transportation with Yes or No. System and method for improving canister purging.Systems and methods are provided for controlling a purging operation of a fuel vapor canister in a boosted engine. One method comprises purging stored fuel vapors from the fuel vapor canister to an inlet of the compressor via an ejector while bypassing a canister purge valve, the ejector being fluidically coupled to the fuel vapor canister by a distinct passage coupled upstream of the canister purge valve, where motive flow through the ejector may be regulated by a shut-off valve. The shut-off valve may be adjusted based on whether or not the engine is boosted.",Yes,Yes,Yes,Yes
10006389,0,"Tell me whether this is a green patent related to transportation with Yes or No. Engine with supercharger.A supercharged engine includes an emission control device configured to add a reduction agent to exhaust gas from an engine main body to reduce nitrogen oxide in the exhaust gas by a catalyst, the supercharged engine including an air release valve configured to discharge a part of supplied air to be supplied from a supercharger to the engine main body through an air feed pipe to the outside of the air feed pipe, and a control device configured to control temperature of the exhaust gas by operating the air release valve and adjusting an amount of supply of the supplied air to be supplied from the supercharger to the engine main body.",Yes,Yes,Yes,Yes
10006391,0,"Tell me whether this is a green patent related to transportation with Yes or No. Engine start control device.A start control device for an engine includes an engine control unit, a motor control unit, and a control unit which controls the engine control unit and the motor control unit, wherein the control unit, when transferring an engine restart control mode from a motoring control state to a fuel combustion control state, executes the transfer via a motor/engine combined control state, and sets the timing of transferring from the motoring control state to the motor/engine combined control state, to a timing at which a crank angle of a cylinder where fuel is combusted first after starting fuel injection reaches a crank angle at which it is estimated that torque is generated by the first combustion of fuel in the cylinder.",Yes,Yes,Yes,Yes
10006394,0,"Tell me whether this is a green patent related to transportation with Yes or No. Method of detecting abnormality of air-fuel ratio sensor.Downstream side air-fuel ratio sensor signal based adaptive air-fuel ratio control. When the air-fuel ratio detected by the downstream side air-fuel ratio sensor is maintained lean unduly, a stuck learning control is performed to decrease a learning value to lower the air-fuel ratio. Adaptive learning value update control is performed based on the downstream side air-fuel ratio sensor signal to increase the learning value when an upstream air-fuel ratio deviates to the rich side and to decrease the learning value when the upstream air-fuel ratio deviates to the lean side. It is judged that the downstream side air-fuel ratio sensor is abnormal when a certain value or more of decrease of the learning value and a certain value or more of increase of the learning value are repeated.",Yes,Yes,Yes,Yes
10006422,0,"Tell me whether this is a green patent related to transportation with Yes or No. Fuel injector.A fuel injector for an internal combustion engine is disclosed. The fuel injector is installable in a cylinder head bore of a cylinder head of the engine and has a body region arranged to be received within the cylinder head bore, and a head region arranged to extend outside the cylinder head bore to protrude from the cylinder head when the injector is installed in the cylinder head bore. The injector includes a first valve needle arranged to control the injection of a gaseous fuel from a first outlet, a second valve needle arranged to control the injection of a liquid fuel from a second outlet, a gaseous fuel inlet for admitting the gaseous fuel to the injector, and a liquid fuel inlet port for admitting the liquid fuel to the injector. The gaseous fuel inlet is disposed in the body region of the injector, and the liquid fuel inlet port is disposed in the head region of the injector. The injector can also include an internal accumulator volume so that an external fuel rail is not necessary.",Yes,Yes,Yes,Yes
10006430,0,"Tell me whether this is a green patent related to transportation with Yes or No. Vehicle control device.A control device of a vehicle including an engine, an electric motor, and a clutch disposed on a power transmission path between the engine and the electric motor, the control device of a vehicle performing an ignition start causing combustion in a cylinder of the engine to rotate the engine at a start of the engine, the control device of a vehicle switching a cylinder in which combustion is first caused in the engine based on an actuation during a rotation stop process of the engine of an exhaust valve in a cylinder stopped in an expansion stroke, when performing the ignition start at the start of the engine.",Yes,Yes,Yes,Yes
10006433,0,"Tell me whether this is a green patent related to transportation with Yes or No. Laser ignition device.In a laser ignition device which is mounted in an internal combustion engine and at least includes a laser spark plug equipped with an optical window which protects an optical device from high temperature and high pressure generated in a combustion chamber and a prechamber cap equipped with a cylindrical prechamber, a prechamber throat portion that is a bottomed cylinder with a sectional area smaller than that of the prechamber, and a plurality of prechamber spray holes which communicate with a combustion chamber on a side of a closed end of the prechamber throat portion, the prechamber cap is arranged between the optical window and the combustion chamber. A converging point FP is located inside the prechamber to ignite an air-fuel mixture delivered into the prechamber, thereby jetting combustion flames from the prechamber into the combustion chamber to fire the internal combustion engine. The center axis AXF of the prechamber is oriented horizontally eccentrically from the center axis AXS of the prechamber throat portion.",Yes,Yes,Yes,Yes
10008861,0,"Tell me whether this is a green patent related to transportation with Yes or No. Charge balancing in a battery.A device for balancing charge in a battery (2) having a set of electrochemical storage cells (C1, C2, . . . , CR), and a charging means (R1, . . . , Rs) able to recharge a plurality of combinations of at least one cell, in which for each combination of the plurality of combinations, the charging means are arranged in order to simultaneously recharge all the cells of said combination, the plurality of combinations defining a number N strictly higher than one of combination types, each combination type corresponding to a number m of cells in this combination, and the charging means are permitted to function at a number P of power levels, this number P being strictly lower than the number N of combination types.",Yes,Yes,Yes,Yes
10008865,0,"Tell me whether this is a green patent related to transportation with Yes or No. Energy storage device and method for operating it.An energy storage device and a method for the operation of an energy storage device. In order to state an energy storage arrangement and a method for the operation of the latter, which in their characteristics are adapted to complex requirements and show both high-current and high-energy characteristics, an energy storage arrangement is stated, including: at least one high-current cell and at least one high-energy cell, with the at least one high-energy cell and the at least one high-current cell being connected in parallel, with the cells being charged and/or discharged with a current pulse and in the inter-pulse periods a charge balancing taking place between the cells.",Yes,No,Yes,Yes
10008869,0,"Tell me whether this is a green patent related to transportation with Yes or No. Supply network component for a supply network.The present invention relates to a supply network component for a supply network for a network medium, comprising at least one contact unit for contacting a further supply network component of the supply network, a functional group having at least one functional unit, and at least one coupling unit for coupling the at least one contact unit to the functional group, wherein the at least one contact unit has a communication interface for communicating with a further supply network component of the supply network and a transport interface for transporting the network medium to a further supply network component. The present invention furthermore relates to an energy storage block comprising a plurality of the proposed supply network components.",Yes,No,No,No
10008904,0,"Tell me whether this is a green patent related to transportation with Yes or No. Vehicle drive device.A vehicle drive device that includes a rotary electric machine; a transmission device that is disposed side by side with the rotary electric machine in an axial direction thereof; a differential gear device that has a rotation-axial center substantially parallel to that of the transmission device, and is disposed on an axis other than that of the transmission device; and an inverter device that includes a capacitor that smooths direct-current power and a conversion unit that performs direct current/alternating current conversion, and controls the rotary electric machine.",Yes,Yes,Yes,Yes
10010873,0,"Tell me whether this is a green patent related to transportation with Yes or No. Catalytic converter.Provided is a catalytic converter capable of obtaining superior NOx purification performance while reducing the amount of a noble metal catalyst. A catalytic converter 10 includes: a substrate 1 having a cell structure in which exhaust gas flows; and catalyst layers 3 that are formed on cell wall surfaces 2 of the substrate 1. The catalyst layers 3 include a first catalyst layer 4 disposed on an upstream side of the substrate 1 in an exhaust gas flow direction and a second catalyst layer 5 disposed on a downstream side of the substrate in the exhaust gas flow direction. The first catalyst layer 4 is formed of a support and rhodium which is a noble metal catalyst supported on the support. The second catalyst layer 5 is formed of a support and palladium or platinum which is a noble metal catalyst supported on the support. The first catalyst layer 4 is formed in a range of 80% to 100% of a total length of the substrate 1 starting from an end of the substrate on the upstream side, and the second catalyst layer 15 5 is formed in a range of 20% to 50% of the total length of the substrate 1 starting from an end of the substrate on the downstream side.",Yes,Yes,Yes,Yes
10011163,0,"Tell me whether this is a green patent related to transportation with Yes or No. Automatic manual transmission for a hybrid car provided with an internal combustion engine and with an electrical machine.An automatic manual transmission for a hybrid vehicle provided with an internal combustion engine and with an electrical machine. The automatic manual transmission has: a servo-assisted mechanical gearbox; a differential gear, which transmits the motion to driving wheels; a clutch; a servo-assisted drive device with a variable gear ratio; an auxiliary shaft, along which the electrical machine is mounted; a drive shaft connecting the differential gear to the servo-assisted drive device, which is arranged immediately downstream of the gearbox and directly receives the motion from a secondary shaft of the gearbox; a first connectable/disconnectable and servo-assisted connection device, which is suited to connect the auxiliary shaft to the drive shaft; and a second connectable/disconnectable and servo-assisted connection device, which is suited to connect the auxiliary shaft to the secondary shaft of the gearbox.",Yes,Yes,Yes,Yes
10011180,0,"Tell me whether this is a green patent related to transportation with Yes or No. Communication and control system and method regarding electric vehicle charging equipment for wireless electric vehicle electrical energy transfer.A computationally implemented system and method that is designed to, but is not limited to: electronically accessing energy impartation information regarding imparting of wireless electrical energy from one or more wireless electrical energy imparting stations to an electric vehicle, the energy impartation information including aspects regarding evidence of intended activity of one or more users of the electric vehicle, the electric vehicle configured for travel by electromotive force through electrical energy wirelessly received from the one or more wireless electrical energy imparting stations and stored by the electric vehicle; and electronically determining operational direction information for wirelessly imparting electrical energy from the one or more wireless electrical energy imparting stations to the electric vehicle based at least in part upon the energy impartation information. In addition to the foregoing, other method aspects are described in the claims, drawings, and text forming a part of the present disclosure.",Yes,Yes,Yes,Yes
10011184,0,"Tell me whether this is a green patent related to transportation with Yes or No. Power supply system for vehicle.A power supply system for a vehicle, which executes the following control, is provided. When a connector coupled to an external power supply is connected to the vehicle, a CHR is set to an on state. When a voltage is lower than a threshold, B2 charging process is executed. When the voltage is higher than the threshold and an SOC1 of a first battery is lower than a threshold, a charging device is stopped and both a first SMR and a second SMR are set to an on state, and B1 charging process is executed. When the SOC1 is higher than or equal to the threshold, the charging device is stopped and both the first SMR and the second SMR are set to an off state.",Yes,Yes,Yes,Yes
10011185,0,"Tell me whether this is a green patent related to transportation with Yes or No. Method for battery management and battery management system.The disclosure relates to a method for battery management, wherein a magnitude of a current that can be provided by the battery within a prediction period is determined from an available magnitude of a status variable, which is predicted within the prediction period, wherein the predicted available magnitude of the status variable is determined by means of a difference between a permissible magnitude of the status variable, which is determined for a first reference period, and an obtained magnitude of the status variable, which is determined for the first reference period. The disclosure also relates to a computer program and a battery management system suitable for carrying out the method and to a motor vehicle having such a battery management system.",Yes,Yes,Yes,Yes
10011186,0,"Tell me whether this is a green patent related to transportation with Yes or No. Methods and systems for extending electric idle.Systems and methods for operating a vehicle in an electric idle mode are presented. The vehicle electrical idle mode may be characterized as a mode where the vehicle's engine is off; the vehicle increases torque to vehicle wheels responsive to an application of an accelerator pedal, release of a brake pedal, or a vehicle occupant shifting a transmission; and the vehicle's battery supplies electrical energy to devices of the vehicle being operated by a vehicle occupant.",Yes,Yes,Yes,Yes
10011261,0,"Tell me whether this is a green patent related to transportation with Yes or No. Control apparatus for hybrid vehicle.A control apparatus for controlling a hybrid vehicle having a planetary gear train including a first gear coupled to a first rotating electrical machine, a carrier coupled to an input shaft having an ejecting hole, the input shaft being coupled to an engine shaft of an engine via a torque limiting mechanism which allows the input shaft to skid against the engine shaft depending on a variation of torque between the input shaft and the engine shaft, and a second gear coupled to a drive shaft which is coupled to a second rotating electrical machine, and a rotation limiting mechanism which prevents the engine shaft from rotating in another direction, drives the first rotating electrical machine to output torque for rotating the input shaft in the another direction when the ejecting hole with the engine stopped does not extend in a predetermined direction in which the ejecting hole can eject oil to a mechanism portion of the planetary gear train which locates vertically above the input shaft.",Yes,Yes,Yes,Yes
10011263,0,"Tell me whether this is a green patent related to transportation with Yes or No. Method and system for improving hybrid vehicle shifting.A method and a system for improving operation of a hybrid vehicle are presented. In one example, torque converter impeller torque from beginning to end of transmission shifting is adjusted in response to variable driveline inertia. The approach may improve transmission shifting and reduce driveline torque disturbances.",Yes,Yes,Yes,Yes
10011265,0,"Tell me whether this is a green patent related to transportation with Yes or No. Hybrid vehicle and method for controlling the same.Inverterless running control is control in which an inverter is set to a gate cut-off state, an engine is driven to mechanically rotate a motor-generator and to generate in the motor-generator, counter-electromotive torque in accordance with a difference between a counter-electromotive voltage of the motor-generator and a system voltage, and a vehicle runs with drive torque applied to an output shaft as reaction force of the counter-electromotive torque. An ECU controls drive torque to produce driving force determined by an accelerator position by raising or lowering the system voltage during inverterless running control.",Yes,Yes,Yes,Yes
10011266,0,"Tell me whether this is a green patent related to transportation with Yes or No. Method and controller for preventing over discharge of battery and hybrid vehicle thererby.A method for preventing over discharge of a battery includes steps of: detecting a gradient of a road on which a vehicle is running by a controller, when a battery is discharged under a state that an engine of the running vehicle is operated, detecting a clutch driving state of an engine clutch, which connects or disconnects the engine and an electric motor, after detecting the road gradient, detecting a SOC (State of Charge) of the battery after detecting the clutch driving state of the engine clutch, and carrying out a torque reserve control allowing more torque to be reserved in the engine, using a combination of the road gradient, the clutch driving state, and the battery SOC, such that the battery SOC is not lowered below a certain amount.",Yes,Yes,Yes,Yes
10011268,0,"Tell me whether this is a green patent related to transportation with Yes or No. Method to control a hybrid vehicle with a parallel architecture and with an unknown speed profile for the optimization of the fuel consumption.A method to control a hybrid vehicle with a parallel architecture and with an unknown speed profile, wherein the hybrid vehicle is provided with an internal combustion engine and with a reversible electrical machine connected to a storage system designed to store electrical energy; the method comprises the steps of recognizing the operating mode of the hybrid vehicle; determining a function of the specific fuel consumption of the drive system of the hybrid vehicle as a function of the operating mode of the hybrid vehicle; determining the optimal value of the power of the storage system and the optimal value of the power of the internal combustion engine, which correspond to the values that permit a minimization of said function.",Yes,Yes,Yes,Yes
10011269,0,"Tell me whether this is a green patent related to transportation with Yes or No. Identifying in-range fuel pressure sensor error.Methods and systems are provided for diagnosing an in-range error of a pressure sensor arranged downstream of a lift pump in a fuel system of a vehicle. In one example, a method may include performing feedback control of the lift pump based on output of the pressure sensor, monitoring the pressure sensor output for flattening during the application of the voltage pulses, and adjusting operation of the fuel system depending on whether the pressure sensor output flattens for at least a threshold duration, which is indicative of an in-range error. The method may further include dynamically learning a setpoint pressure of a pressure relief valve of the fuel system and a fuel vapor pressure within the fuel system by monitoring pressure sensor output while adjusting the duty cycle of voltage pulses applied to the lift pump.",Yes,Yes,Yes,Yes
10011270,0,"Tell me whether this is a green patent related to transportation with Yes or No. Apparatus and method of controlling vehicle.An electric vehicle control apparatus includes a first motor generator, a booster, and a controller. The booster boosts an input voltage to the first motor generator. The controller controls the first motor generator to drive a load with regenerative power supplied during braking of an electric vehicle and to be driven at an inefficient operating point within an operable range of the first motor generator in a case where the regenerative power is used, the booster boosting an input voltage to the first motor generator so as to expand the operable range.",Yes,Yes,Yes,Yes
10011271,0,"Tell me whether this is a green patent related to transportation with Yes or No. Hybrid vehicle.A control process including the following steps is executed. The control process includes, at the time of switching from series-parallel mode to series mode, a step of reducing an engine torque, a step of releasing a clutch, a step of reducing a reaction torque of a first rotary electric machine and a step of increasing a torque of a second rotary electric machine, and, when synchronization is started and a step of increasing a positive torque of the first MG, a step of starting engagement of a clutch, and, when a rotation speed of the first rotary electric machine and a rotation speed of an engine are synchronous with each other, a step of engaging the clutch.",Yes,Yes,Yes,Yes
10011272,0,Tell me whether this is a green patent related to transportation with Yes or No. Method to control an electric motor with adjustment of the value of the equivalent impedance.A method to control an electric motor including the steps of: determining a target torque; calculating a target current by dividing the target torque by a torque constant; determining an equivalent impedance by means of a predetermined map; calculating the voltage drop by multiplying the target current by the equivalent impedance; calculating a counter-electromotive force by multiplying an actual rotation speed by a speed constant; determining a control voltage to be applied to the power supply terminals of the electric motor by adding the voltage drop to the counter-electromotive force; determining an offset parameter; and correcting the equivalent impedance provided by the predetermined map by applying the offset parameter.,Yes,Yes,Yes,Yes
10011280,0,"Tell me whether this is a green patent related to transportation with Yes or No. Method of operating a power path with continuously power-split transmission and with secondarily coupled power split.A method for operating a vehicle drive-train having a continuously power-branched transmission with secondary coupling. In the open operating condition of reversing clutches of a reversing gear unit, torque applied in the area of a drive output can be supported by a range group in the area of a variator. In the event of a command to interrupt the power flow between a drive engine and the drive output, it is checked whether the vehicle is on an inclined surface and if the result of that inquiry is positive, the power flow between the drive engine and the transmission is interrupted at the latest when the rotational speed of the drive output is reduced to zero by opening the reversing clutches, while the active connection between the drive output and the variator is maintained by way of the range group.",Yes,No,Yes,Yes
10011323,0,"Tell me whether this is a green patent related to transportation with Yes or No. Electric vehicle.An electric vehicle comprises an electric motor which generates a driving power for driving a wheel; and a battery case accommodating a plurality of batteries storing DC power to be supplied to the electric motor, in a battery space in an interior of the battery case, wherein the battery case has a shape which covers the electric motor above and forward.",Yes,Yes,Yes,Yes
10011366,0,"Tell me whether this is a green patent related to transportation with Yes or No. Fuel tank, main wing, aircraft fuselage, aircraft, and mobile body.A fuel tank in which it is possible to reduce working hours or cost in a manufacturing process and prevent an increase in weight in, a main wing, an aircraft fuselage, an aircraft, and a mobile body. The fuel tank is provided with a structural member using carbon fiber reinforced plastic in which a reinforcing material includes carbon fibers and a matrix includes plastic, wherein the matrix has electrical conductivity applied thereto. Furthermore, a cut surface of the structural member, which is formed by cutting the structural member, may be exposed to the inside in which fuel is accommodated, of a fuel tank.",Yes,Yes,Yes,Yes
10000038,3,"Tell me whether this is a green patent related to transportation with Yes or No. Alloy plate coated material and method of producing alloy plate coated material.Provided is an alloy plate coated material including a base material, and an alloy plate layer which is formed on the base material to constitute an outermost layer and is formed from a M1-M2-M3 alloy (provided that M1 is at least one element selected from Ni, Fe, Co, Cu, Zn and Sn; M2 is at least one element selected from Pd, Re, Pt, Rh, Ag and Ru; and M3 is at least one element selected from P and B), in which the alloy plate layer has a molar ratio of M1 to M2 (M1/M2) of 0.005 to 0.5.",No,No,No,No
